patch_id,official_split,tile,day,month,year,scene
S2_23-9-20_16PCC_20,train,16PCC,23,9,20,16PCC_20-9-23
S2_23-9-20_16PCC_21,train,16PCC,23,9,20,16PCC_20-9-23
S2_23-9-20_16PCC_22,train,16PCC,23,9,20,16PCC_20-9-23
S2_23-9-20_16PCC_23,train,16PCC,23,9,20,16PCC_20-9-23
S2_23-9-20_16PCC_24,train,16PCC,23,9,20,16PCC_20-9-23
S2_23-9-20_16PCC_25,train,16PCC,23,9,20,16PCC_20-9-23
S2_23-9-20_16PCC_26,train,16PCC,23,9,20,16PCC_20-9-23
S2_23-9-20_16PCC_27,train,16PCC,23,9,20,16PCC_20-9-23
S2_23-9-20_16PCC_28,train,16PCC,23,9,20,16PCC_20-9-23
S2_23-9-20_16PCC_29,train,16PCC,23,9,20,16PCC_20-9-23
S2_23-9-20_16PCC_3,train,16PCC,23,9,20,16PCC_20-9-23
S2_23-9-20_16PCC_30,train,16PCC,23,9,20,16PCC_20-9-23
S2_23-9-20_16PCC_31,train,16PCC,23,9,20,16PCC_20-9-23
S2_23-9-20_16PCC_32,train,16PCC,23,9,20,16PCC_20-9-23
S2_23-9-20_16PCC_33,train,16PCC,23,9,20,16PCC_20-9-23
S2_23-9-20_16PCC_34,train,16PCC,23,9,20,16PCC_20-9-23
S2_23-9-20_16PCC_35,train,16PCC,23,9,20,16PCC_20-9-23
S2_23-9-20_16PCC_36,train,16PCC,23,9,20,16PCC_20-9-23
S2_23-9-20_16PCC_37,train,16PCC,23,9,20,16PCC_20-9-23
S2_23-9-20_16PCC_38,train,16PCC,23,9,20,16PCC_20-9-23
S2_23-9-20_16PCC_39,train,16PCC,23,9,20,16PCC_20-9-23
S2_23-9-20_16PCC_4,train,16PCC,23,9,20,16PCC_20-9-23
S2_23-9-20_16PCC_40,train,16PCC,23,9,20,16PCC_20-9-23
S2_23-9-20_16PCC_41,train,16PCC,23,9,20,16PCC_20-9-23
S2_23-9-20_16PCC_42,train,16PCC,23,9,20,16PCC_20-9-23
S2_23-9-20_16PCC_43,train,16PCC,23,9,20,16PCC_20-9-23
S2_23-9-20_16PCC_44,train,16PCC,23,9,20,16PCC_20-9-23
S2_23-9-20_16PCC_45,train,16PCC,23,9,20,16PCC_20-9-23
S2_23-9-20_16PCC_46,train,16PCC,23,9,20,16PCC_20-9-23
S2_23-9-20_16PCC_47,train,16PCC,23,9,20,16PCC_20-9-23
S2_23-9-20_16PCC_48,train,16PCC,23,9,20,16PCC_20-9-23
S2_23-9-20_16PCC_49,train,16PCC,23,9,20,16PCC_20-9-23
S2_23-9-20_16PCC_5,train,16PCC,23,9,20,16PCC_20-9-23
S2_23-9-20_16PCC_50,train,16PCC,23,9,20,16PCC_20-9-23
S2_23-9-20_16PCC_51,train,16PCC,23,9,20,16PCC_20-9-23
S2_23-9-20_16PCC_52,train,16PCC,23,9,20,16PCC_20-9-23
S2_23-9-20_16PCC_53,train,16PCC,23,9,20,16PCC_20-9-23
S2_23-9-20_16PCC_54,train,16PCC,23,9,20,16PCC_20-9-23
S2_23-9-20_16PCC_55,train,16PCC,23,9,20,16PCC_20-9-23
S2_23-9-20_16PCC_6,train,16PCC,23,9,20,16PCC_20-9-23
S2_23-9-20_16PCC_7,train,16PCC,23,9,20,16PCC_20-9-23
S2_23-9-20_16PCC_8,train,16PCC,23,9,20,16PCC_20-9-23
S2_23-9-20_16PCC_9,train,16PCC,23,9,20,16PCC_20-9-23
S2_24-10-18_16PDC_0,train,16PDC,24,10,18,16PDC_18-10-24
S2_24-10-18_16PDC_1,train,16PDC,24,10,18,16PDC_18-10-24
S2_24-10-18_16PDC_10,train,16PDC,24,10,18,16PDC_18-10-24
S2_24-10-18_16PDC_11,train,16PDC,24,10,18,16PDC_18-10-24
S2_24-10-18_16PDC_12,train,16PDC,24,10,18,16PDC_18-10-24
S2_24-10-18_16PDC_13,train,16PDC,24,10,18,16PDC_18-10-24
S2_24-10-18_16PDC_14,train,16PDC,24,10,18,16PDC_18-10-24
S2_24-10-18_16PDC_15,train,16PDC,24,10,18,16PDC_18-10-24
S2_24-10-18_16PDC_16,train,16PDC,24,10,18,16PDC_18-10-24
S2_24-10-18_16PDC_17,train,16PDC,24,10,18,16PDC_18-10-24
S2_24-10-18_16PDC_18,train,16PDC,24,10,18,16PDC_18-10-24
S2_24-10-18_16PDC_19,train,16PDC,24,10,18,16PDC_18-10-24
S2_24-10-18_16PDC_2,train,16PDC,24,10,18,16PDC_18-10-24
S2_24-10-18_16PDC_20,train,16PDC,24,10,18,16PDC_18-10-24
S2_24-10-18_16PDC_21,train,16PDC,24,10,18,16PDC_18-10-24
S2_24-10-18_16PDC_3,train,16PDC,24,10,18,16PDC_18-10-24
S2_24-10-18_16PDC_4,train,16PDC,24,10,18,16PDC_18-10-24
S2_24-10-18_16PDC_5,train,16PDC,24,10,18,16PDC_18-10-24
S2_24-10-18_16PDC_6,train,16PDC,24,10,18,16PDC_18-10-24
S2_24-10-18_16PDC_7,train,16PDC,24,10,18,16PDC_18-10-24
S2_24-10-18_16PDC_8,train,16PDC,24,10,18,16PDC_18-10-24
S2_24-10-18_16PDC_9,train,16PDC,24,10,18,16PDC_18-10-24
S2_24-11-19_48PZC_0,train,48PZC,24,11,19,48PZC_19-11-24
S2_24-11-19_48PZC_1,train,48PZC,24,11,19,48PZC_19-11-24
S2_24-11-19_48PZC_2,train,48PZC,24,11,19,48PZC_19-11-24
S2_24-11-19_48PZC_3,train,48PZC,24,11,19,48PZC_19-11-24
S2_24-11-19_48PZC_4,train,48PZC,24,11,19,48PZC_19-11-24
S2_24-11-19_48PZC_5,train,48PZC,24,11,19,48PZC_19-11-24
S2_24-11-19_48PZC_6,train,48PZC,24,11,19,48PZC_19-11-24
S2_24-11-19_48PZC_7,train,48PZC,24,11,19,48PZC_19-11-24
S2_24-11-19_48PZC_8,train,48PZC,24,11,19,48PZC_19-11-24
S2_24-4-19_36JUN_0,train,36JUN,24,4,19,36JUN_19-4-24
S2_24-4-19_36JUN_1,train,36JUN,24,4,19,36JUN_19-4-24
S2_24-4-19_36JUN_10,train,36JUN,24,4,19,36JUN_19-4-24
S2_24-4-19_36JUN_11,train,36JUN,24,4,19,36JUN_19-4-24
S2_24-4-19_36JUN_12,train,36JUN,24,4,19,36JUN_19-4-24
S2_24-4-19_36JUN_13,train,36JUN,24,4,19,36JUN_19-4-24
S2_24-4-19_36JUN_14,train,36JUN,24,4,19,36JUN_19-4-24
S2_24-4-19_36JUN_15,train,36JUN,24,4,19,36JUN_19-4-24
S2_24-4-19_36JUN_16,train,36JUN,24,4,19,36JUN_19-4-24
S2_24-4-19_36JUN_17,train,36JUN,24,4,19,36JUN_19-4-24
S2_24-4-19_36JUN_18,train,36JUN,24,4,19,36JUN_19-4-24
S2_24-4-19_36JUN_19,train,36JUN,24,4,19,36JUN_19-4-24
S2_24-4-19_36JUN_2,train,36JUN,24,4,19,36JUN_19-4-24
S2_24-4-19_36JUN_20,train,36JUN,24,4,19,36JUN_19-4-24
S2_24-4-19_36JUN_3,train,36JUN,24,4,19,36JUN_19-4-24
S2_24-4-19_36JUN_4,train,36JUN,24,4,19,36JUN_19-4-24
S2_24-4-19_36JUN_5,train,36JUN,24,4,19,36JUN_19-4-24
S2_24-4-19_36JUN_6,train,36JUN,24,4,19,36JUN_19-4-24
S2_24-4-19_36JUN_7,train,36JUN,24,4,19,36JUN_19-4-24
S2_24-4-19_36JUN_8,train,36JUN,24,4,19,36JUN_19-4-24
S2_24-4-19_36JUN_9,train,36JUN,24,4,19,36JUN_19-4-24
S2_24-8-20_16PCC_0,train,16PCC,24,8,20,16PCC_20-8-24
S2_24-8-20_16PCC_1,train,16PCC,24,8,20,16PCC_20-8-24
